author1	author2	#coauthor
Georg Rus	Peter Wagner	1
Jilin Chen	Qiang Yang	1
Junkui Li	Tao Jiang	1
Un Yong Nahm	Raymond J. Mooney	1
Peter Triantafillou	Christian Zimmer	1
Paul Ginsparg	Simeon Warner	1
Monique V. Vieira	Bruno M. Fonseca	1
Chris H. Q. Ding	Horst D. Simon	5
Krista Lagus	Timo Honkela	1
Nicolas Anciaux	Luc Bouganim	1
Tony Fountain	Thomas G. Dietterich	1
Eugene J. Shekita	Kevin S. Beyer	1
Richard D. Sisson Jr	Elke A. Rundensteiner	1
Michiharu Kudo	Jussi Myllymaki	1
Eamonn J. Keogh	Padhraic Smyth	1
Joydeep Ghosh	Raymond J. Mooney	2
Yang Liu	Miao Wen	1
Thomas Takeo Osugi	Stephen D. Scott	1
Sunil Movva	David Emmitt	1
Abdur Chowdhury	M. Catherine McCabe	1
Hongjun Lu	Zheng Chen	1
Deepak Agarwal	Dimitrios Gunopulos	1
Mark Baillie	David E. Losada	1
Aristides Gionis	Heikki Mannila	8
Tiancheng Zhang	Dejun Yue	1
Tomi Silander	Pekka Uronen	1
Tomi Silander	Petri Kontkanen	1
Ryen W. White	Vikram Tankasali	1
Robert Krovetz	Andries Kruger	1
Goutham Kurra	Wen Niu	1
Limin Yao	Zhong Su	1
Wolfgang Jank	Galit Shmueli	1
Zohreh Nazeri	Huan Liu	1
Tadashi Ohmori	Kazumi Kubota	1
Wei Chu	Seinjuti Chakraborty	1
Gabriella Kazai	Mounia Lalmas	1
Edgar Hotz	H. Spiegelberger	1
Brian M. Alexander	Jennifer G. Dy	1
Dafna Sheinwald	Shila Ofek-Koifman	1
Manuel Vilares Ferro	Francisco J. Ribadas	1
Jian Pei	Fianny Ming-fei Jiang	1
Ingo Mierswa	Ralf Klinkenberg	1
E. Bibelnieks	Fateh Tipu	1
Robert Gwadera	Wojciech Szpankowski	2
Mohamed Bouguessa	Shengrui Wang	1
Peter G. Fairweather	Robert G. Farrell	1
Paulo Braz Golgher	Davi de Castro Reis	1
Jie Zhou	Chunyu Yang	1
K. M. Ho	Paul D. Scott	1
Moses Charikar	Zhe Wang	1
Nebojsa Stefanovic	Wan Gong	1
Francine Chen	Kris Popat	1
Chaitanya Komireddy	Xiaoli Z. Fern	1
David A. Grossman	Weiyi Meng	1
Arno Siebes	Heike Hofmann	1
Shiji Song	Tie-Yan Liu	1
Marko Junkkari	Jaana Kekalainen	2
Fusheng Wang	Shaorong Liu	1
Kenji Yamanishi	Takayuki Nakata	1
Ronen Feldman	Yair Liberzon	2
Chaitanya Chemudugunta	David Newman	1
Muhammad Subianto	A. J. Feelders	1
Pauli Miettinen	Saara Hyvonen	1
Bernhard Seeger	Yannis Theodoridis	1
Athanasios K. Tsakalidis	Penelope Markellou	1
Tao Tao	Qiaozhu Mei	1
Chris H. Q. Ding	Ming Gu	2
Zhong Su	Honglei Guo	1
Yixin Chen	Li Tu	1
Cheng-Yue Chang	Ming-Syan Chen	2
Michael I. Jordan	Donghui Yan	1
W. Bruce Croft	Vanessa Murdock	1
Wei-Guang Teng	Ming-Syan Chen	1
Thomas Takeo Osugi	Kun Deng	1
David B. Johnson	Wesley W. Chu	1
Rina Panigrahy	Vanja Josifovski	1
Bing Tian Dai	Suresh Venkatasubramanian	1
Mounia Lalmas	Norbert Fuhr	1
Jason Flannick	Tomi Yiu	1
Kotagiri Ramamohanarao	Guozhu Dong	1
Christos Faloutsos	Lei Li	2
Gui-Rong Xue	Weiguo Fan	1
Victor Lavrenko	James Allan	2
Silvio Lattanzi	Ravi Kumar	1
Jasmine Novak	Andrew Tomkins	2
Seung Jin Lim	Yiu-Kai Ng	1
Gerhard Weikum	Sebastian Michel	1
Jianyong Wang	Ying Lu	1
Daniel Kunkle	Donghui Zhang	1
Valentina A. M. Tamma	Paul Doran	1
Haixun Wang	Jian Pei	4
Hillol Kargupta	Ilker Hamzaoglu	1
Sang-Wook Kim	Young-Koo Lee	1
Yeon-Jung Kim	Jae-Woo Chang	2
Wei Fan	Xifeng Yan	1
Yang Xu	Bin Wang	1
Daniel P. Huttenlocher	David J. Crandall	1
Alvaro E. Monge	Charles Elkan	1
Walter A. Kosters	Jeroen F. J. Laros	1
Ramkumar Krishnan	Chuck Freiwald	1
Jian Pei	Xuemin Lin	1
Yunhe Pan	Junqiang Liu	1
Li Zhuang	Feng Jing	1
Wei Fan	Kevin Drummey	1
Bo Zhang	Wei-Ying Ma	1
Francine Chen	Ayman Farahat	1
Virgilio A. F. Almeida	Pedro O. S. Vaz de Melo	1
Qigang Gao	Hai Wang	1
Ning Jing	Elke A. Rundensteiner	2
Amr El Abbadi	Steven Geffner	1
Don R. Swanson	Neil R. Smalheiser	1
Christos Faloutsos	Carlos Guestrin	1
Yongluan Zhou	Aoying Zhou	1
Ulrich Guntzer	Thomas Lukasiewicz	1
Yiming Ma	Ronnie Lee	1
Ana Gabriela Maguitman	Thomas Reichherzer	1
Andreas Hotho	Steffen Staab	2
Chabane Djeraba	Mohammed Javeed Zaki	1
Antti Ukkonen	Aristides Gionis	2
Stuart E. Madnick	Robert Nado	1
Amr El Abbadi	Hakan Ferhatosmanoglu	3
Christos Faloutsos	Ambuj K. Singh	1
Richard Jiang	Mahesh Jagannath	1
Frans Coetzee	Scott Rickard	1
Vanessa Murdock	Claudia Hauff	1
Yinglung Liang	Ramendra K. Sahoo	1
Wei Wang	Adam Roberts	1
Jordi Nin	Mario-A. Sanchez-Martinez	1
Fabian Morchen	Dmitriy Fradkin	1
Ching Kian Wong	Bing Liu	1
Corinna Cortes	Chris Volinsky	1
Eamonn J. Keogh	Longin Jan Latecki	1
Shaoping Ma	Liyun Ru	1
Manolis Maragoudakis	Katia Kermanidis	1
Emre Velipasaoglu	Jan O. Pedersen	1
Hsiang-Lung Tung	Peter Scheuermann	2
Si Quang Le	Hideto Yokoi	1
Mei-Ling Shyu	Shu-Ching Chen	1
B. Petzsche	H. Spiegelberger	1
Panayiotis Tsaparas	Anitha Kannan	1
Antonis Koufopoulos	Theodore Dalamagas	1
Nicolas de Abajo	Sergio R. Cuesta	1
Pham Dinh Tao	Le Hoai Minh	1
Vincent Miller	Mahdi Abdelguerfi	1
Ari D. Brooks	Tamara A. Schwimmer	1
Andrew Tomkins	Anirban Dasgupta	1
Kristen LeFevre	Raghu Ramakrishnan	1
Andrea Tagarelli	Giovanni Ponti	1
Rohan Choudhary	Amitabha Bagchi	1
Ramesh Jain	Santanu Paul	1
Ming-Syan Chen	Bi-Ru Dai	1
Jochen Dorre	Roland Seiffert	1
Dirk Reith	Christoph M. Friedrich	1
Ricardo da Silva Torres	Marcos Andre Goncalves	1
Steven Orla Kimbrough	Balaji Padmanabhan	1
Binyamin Rosenfeld	Yair Liberzon	2
Hung-Leng Chen	Kun-Ta Chuang	1
Adrian Silvescu	Vasant Honavar	2
Heikki Mannila	Nikolaj Tatti	2
Maria L. Barja	Gabriele Sonnenberger	1
Yun Peng	Li Ding	1
Aristides Gionis	Alexander Hinneburg	1
Jaewoo Kang	Prasenjit Mitra	1
Chihli Hung	Stefan Wermter	1
Jure Leskovec	Jean Bolot	1
Nitin R. Patel	Jonathan Woo	1
Marco Gori	Edmondo Trentin	1
Ariel Fuxman	Panayiotis Tsaparas	1
Anastasios Tombros	Mounia Lalmas	1
Henning Rode	Hugo Zaragoza	1
Chotirat (Ann) Ratanamahatana	Eamonn J. Keogh	2
Kam-yiu Lam	Reynold Cheng	1
Brian Lent	George H. John	1
Nebojsa Stefanovic	Jenny Chiang	1
Esteban Zimanyi	Christine Parent	1
Joao Gama	Pedro Medas	1
Reuven Kashi	Amihood Amir	2
Xiaohua Hu	Il-Yeol Song	2
Carlos R. Mechoso	Hisashi Nakamura	1
Shaoping Ma	Rongjing Xiang	1
Sanasam Ranbir Singh	Anjana K. Mahanta	1
Boris Shidlovsky	S. Salerno	1
Frans Coetzee	R. Bharat Rao	1
Mohammed Javeed Zaki	Jeremy Besson	1
Won-Young Kim	Kyu-Young Whang	1
Jiawei Han	Mohammad M. Masud	1
David Jensen	Matthew D. Schmill	2
Daryl Pregibon	Kathleen Fisher	1
Yumiko Matsuura	Norihito Yasuda	1
Robert A. Stine	Dean P. Foster	1
John M. Prager	Hong Qi	1
Dirk Arndt	Rudiger Wirth	1
Ding Zhou	Sergey A. Orshanskiy	1
Amit Anil Nanavati	Gautam Das	1
Justin Zobel	Bodo Billerbeck	1
Robert B. Allen	John Schalow	1
Kai Yu	Volker Tresp	3
Natalia Perelman	Fredric C. Gey	1
Noman Mohammed	Benjamin C. M. Fung	1
Omar Boussaid	Sabine Loudcher Rabaseda	1
Don M. Tucker	Dejing Dou	1
Madhur Kohli	Shamim A. Naqvi	1
Sureyya Tarkan	Ben Shneiderman	1
Hongxing He	Simon Hawkins	1
Wilfred Ng	Yiping Ke	3
Casey Smith	Mohamed Farid Elhawary	1
G. Niklas Noren	Roland Orre	1
Chris H. Q. Ding	Michael I. Jordan	2
Christopher Leckie	James C. Bezdek	1
Zhong Su	Ben Fei	1
Stefanos Manganaris	Kamal Ali	1
Arthur Zimek	Peer Kroger	1
Dennis Shasha	Yunyue Zhu	1
Jorn Bakker	Andriy Ivannikov	1
Wei Vivian Zhang	Chun Chen	1
Vishal S. Batra	Sudeshna Adak	1
Jeffrey Xu Yu	Guimei Liu	2
Ravi B. Konuru	Yu-Ru Lin	1
Michael Herscovici	Jason Y. Zien	1
Jing Zhang	Ruoming Jin	1
Byung-Won On	Ergin Elmacioglu	1
Jurg Bolliger	Hans-Jorg Schek	1
Ophir Frieder	Angelo J. Pilotto	1
Won Suk Lee	Ho Jin Woo	1
Chris H. Q. Ding	Steven Loscalzo	2
Artur Ziviani	Berthier A. Ribeiro-Neto	1
Dimitris Sacharidis	Panagiotis Karras	1
Haixun Wang	Jiawei Han	1
Deo N. Bhardwaj	Sudeshna Adak	1
Jun Li	Wei Wang	1
Sang-goo Lee	Han-joon Kim	1
Tamara G. Kolda	Peter A. Chew	1
Patrik Floreen	Wray Buntine	1
Ilker Hamzaoglu	Brian Stafford	1
Panos Kalnis	Anthony K. H. Tung	1
Wenke Lee	Dave W. Fan	1
Zhiping Zheng	Hong Qi	1
Peter B. Musgrove	Richard Adderley	1
Nikesh Garera	Marius Pasca	1
Vanessa Murdock	Andrei Z. Broder	1
Leandro Balby Marinho	Lars Schmidt-Thieme	1
William W. Cohen	Richard C. Wang	3
Ping Chen	Wei Ding	1
Panos Kalnis	Rui Yang	1
Dennis Shasha	Kaizhong Zhang	3
Huijia Zhu	Zhili Guo	1
Hugo Zaragoza	Massimiliano Ciaramita	1
David Pennock	Dennis DeCoste	1
Louis Licamele	Lisa Singh	1
Jure Leskovec	Andrew Tomkins	2
Zhongyang Zhang	Wen-Chi Hou	1
Jennifer L. Gardy	Martin Ester	1
Jiawei Han	Luiz F. Mendes	1
Janez Demsar	Aleks Jakulin	1
Agma J. M. Traina	Roberto F. Santos Filho	1
Qasim Chaudhry	Ladan Malazizi	1
Yinglung Liang	Yanyong Zhang	1
Krishnamurthy Viswanathan	Martin Scholz	1
Matthias Schonlau	Nandini Raghavan	1
Helen Pinto	Umeshwar Dayal	1
Michael Herscovici	Andrei Z. Broder	1
Vishal S. Batra	Manish P. Kurhekar	1
Ashley Davies	Nghia Tang	1
Zujia Xu	Xiaojing Yuan	1
Christian Bohm	Bernhard Braunmuller	1
Dongwon Lee	Prasenjit Mitra	1
Difu Su	Deepak R. Kenchammana-Hosekote	1
Arnaud Soulet	Bruno Cremilleux	1
Jennifer G. Dy	Gregory C. Sharp	1
Jon Timmis	Thomas Knight	1
Irfan A. Essa	Charles L. Isbell	1
Carmel Domshlak	Tzachi Rosen	1
Ludmila Cherkasova	Kave Eshghi	1
Fengzhan Tian	Hongwei Zhang	2
Ashley Davies	Rebecca Castano	1
Vanja Josifovski	Ravi Kumar	1
Tej Anand	Randy Kerber	1
Markus M. Breunig	Bernhard Braunmuller	1
Vladimir Cherkassky	Chandra Kambhamettu	1
Deo N. Bhardwaj	Manish P. Kurhekar	1
Moses Charikar	Kai Li	2
Michail Vlachos	Aris Anagnostopoulos	2
James Mayfield	Christine D. Piatko	1
Shubha U. Nabar	Ravi Kumar	1
Nicola Henze	Fabian Abel	1
Nikunj C. Oza	Stuart J. Russell	1
Bobi Gilburd	Assaf Schuster	1
Karl Strohmaier	Jinze Liu	1
Qiong Luo	Dan Hong	1
Mark R. Verardo	Vebjorn Ljosa	1
Dennis Shasha	Chia-Yo Chang	1
Dirk Van Gucht	Catharine M. Wyss	1
Jianyong Wang	Zhiping Zeng	1
Kewei Chen	Huan Liu	1
Bin Gao	Wei-Ying Ma	2
Paolo Giorgini	Sabrina Recla	1
Ron Dolin	J. Pierre	1
Brian Taylor	John Komoroske	1
Jiawei Han	Yifan Li	1
Oleg Rostanin	Harald Holz	1
Qiang Wang	Eamonn J. Keogh	1
David Jensen	Jennifer Neville	6
Robert Atlas	Steven Greco	1
Ravi Kumar	David Jensen	1
Sougata Mukherjea	Vishal S. Batra	1
Chris Stolte	Diane Tang	1
Jouni K. Seppanen	Hannes Heikinheimo	2
Biplav Srivastava	Sudeshna Adak	1
Ravi Janardan	Kewei Chen	1
Akihiro Inokuchi	Takashi Washio	1
Chase Krumpelman	Arindam Banerjee	1
Glenn Fung	Olvi L. Mangasarian	2
Yves Simon	Wei Ding	1
Quoc Vu	Rakesh Agrawal	1
Yung Chang	Huan Liu	1
Levien de Braal	Edward Omiecinski	1
James E. Pearce	Brian Garner	1
Brian Taylor	Henry G. Goldberg	1
Jun-ichi Takeuchi	Peter Milne	1
Alessandro Moschitti	Alessandro Sperduti	1
Javed A. Aslam	Stefan Savev	1
Hideto Yokoi	Saori Kawasaki	1
Michael Schwarz	Benjamin Edelman	1
Joo-Hwee Lim	Philippe Mulhem	1
Kouzou Ohara	Marie-Christine Rousset	1
Ron Sivan	Rani Nelken	1
Kefeng Deng	Feng Jing	1
Yang Hu	Jingdong Wang	1
Marco Vieira	Antonio Dourado	1
Michele Sebag	Alexandre Termier	3
Ashish P. Sanil	Xiaodong Lin	1
Pengyue J. Lin	Behrokh Samadi	1
Jonathan R. M. Hosking	Yan Liu	1
Jun Yan	Weiguo Fan	2
Joseph Tucek	Charles B. Morrey	1
Seung-Taek Park	David Pennock	1
Ruben H. Zamar	Raymond T. Ng	2
Tilmann F. W. Bruckhaus	Victor S. Sheng	1
Huifeng Tang	Gaowei Wu	1
Jing Peng	Peng Zhang	1
Arno Siebes	A. J. Feelders	1
Gianni Mainetto	Fosca Giannotti	1
Jun Du	Charles X. Ling	1
Todd C. Mowry	Fan Guo	1
Charles Elkan	Bianca Zadrozny	2
Tina Eliassi-Rad	Brian Gallagher	2
Chenyi Xia	Wynne Hsu	1
Richard Jiang	Anh-Tuan Tran	1
Aristides Gionis	Gautam Das	1
Eric C. Jensen	David A. Grossman	1
James Allan	W. Bruce Croft	1
Keiko Shimazu	Atsuhito Momma	1
Pang-Ning Tan	Hui Xiong	3
Biplav Srivastava	Manish P. Kurhekar	1
Steve Poteet	Anne Kao	1
Monique V. Vieira	Paulo Braz Golgher	1
Pang-Ning Tan	Hannah Blau	1
Susumu Horiguchi	Xuan Hieu Phan	1
Li-min Liu	Huanying Gu	1
Arno Siebes	Jilles Vreeken	3
Yoram Singer	Raj D. Iyer	1
Panos K. Chrysanthis	Kirk Pruhs	1
Yang Xiang	Ruoming Jin	4
Zheng Chen	Xuanhui Wang	4
Petros Drineas	Michael W. Mahoney	3
Mostafa Haghjoo	Sayyed Kamyar Izadi	1
Bryan Nelson	Fateh Tipu	1
Jin Dong	Yangqiu Song	1
Divya Bhadoria	Steven Eschrich	1
Jing Peng	Jiangtao Ren	2
Aristides Gionis	Teija Kujala	1
Youzheng Wu	Hideki Kashioka	1
Man Leung Wong	Kwong-Sak Leung	4
Qing He	Ping Luo	1
Bruno Defude	Herve Martin	1
Hans-Jorg Schek	Torsten Grabs	2
Jie Tang	ZhaoHui Tang	1
Chunhua Ju	Yongjian Fu	1
Tamara G. Kolda	Joseph P. Kenny	1
Christoph Schmitz	Gerd Stumme	1
Mihai Surdeanu	Josep Aguilar-Saborit	1
Sudhan Kanitkar	Mooi Choo Chuah	1
Joydeep Ghosh	Inderjit S. Dhillon	2
Claus Weihs	Julie Wilson	1
Benyu Zhang	Weizhu Chen	1
Wai Gen Yee	Shamkant B. Navathe	3
Francesco M. Donini	Simona Colucci	1
Isaac G. Councill	Hongyuan Zha	2
James Allan	Ramesh Nallapati	3
Daniel J. Liebling	Doug Downey	1
Shunsuke Uemura	Haruhiko Kojima	1
Wei Kuan Shih	Shih-Hung Wu	1
Jeffrey Junfeng Pan	Qiang Yang	1
Sid-Ahmed Berrani	Laurent Amsaleg	1
Sunil Movva	Steven Greco	1
Amitabha Das	Wee Keong Ng	1
Fang Liu	Shuang Liu	2
Osmar R. Zaiane	Yongjian Fu	1
William W. Cohen	David A. McAllester	1
Jacob Goldenberg	Lyle H. Ungar	1
Rajiv Khanna	Uma Sawant	1
Nasreen Abdul Jaleel	Leah S. Larkey	1
Hong-Jiang Zhang	Feng Jing	1
William Rodman Shankle	Michael J. Pazzani	1
Kunal Punera	Xuanhui Wang	1
W. Bruce Croft	Ramesh Nallapati	1
A. J. Feelders	A. J. F. le Loux	1
Douglas A. Newlands	Geoffrey I. Webb	1
Amin Saberi	Christian Borgs	1
Himanshu Gupta	Mukesh K. Mohania	1
Xiaohua Hu	Caimei Lu	1
Casey Dugan	David R. Millen	1
Guido Dedene	Jonas Poelmans	2
Richard Maclin	Ayhan Demiriz	1
Zhengyuan Zhu	Andrew McGregor	1
Xingquan Zhu	Chengqi Zhang	1
Venkatesh Ganti	Rares Vernica	1
Jon R. Wright	Gregg T. Vesonder	1
Shuicheng Yan	Kunqing Xie	1
Steven R. Waterhouse	Fei Chen	1
Rui Cai	Wei-Ying Ma	2
Jianzhuang Liu	Dacheng Tao	1
Kazutaka Ogihara	Lilian Harada	1
Sreenivas Gollapudi	Atish Das Sarma	1
Kerstin Bischoff	Claudiu S. Firan	1
Jiawei Han	Bolin Ding	2
Hyunchul Jang	Dongwook Shin	1
Saeed Salem	Mohammed Javeed Zaki	1
Carina F. Dorneles	Altigran Soares da Silva	1
H. Kauderer	H. Jeromin	1
Lawrence B. Holder	Diane J. Cook	3
Anthony K. H. Tung	Ling Feng	1
Tu Minh Phuong	Doheon Lee	1
S. Leung	Beat Wuthrich	1
Dan He	Xingquan Zhu	1
Luigi Palopoli	Domenico Ursino	1
Kun-Lung Wu	Calton Pu	1
Saeed Salem	Jeremy Besson	1
Lei Zheng	Chi-Hoon Lee	1
Eduarda Mendes Rodrigues	Natasa Milic-Frayling	1
Jose E. Moreira	Ramendra K. Sahoo	1
Wei Fan	Ian Davidson	3
Olena Parkhomenko	E. K. Park	1
Tianxia Gong	Zhuo Zhang	1
Jeremy Pickens	Tim Crawford	1
Benjamin Van Durme	Marius Pasca	1
Zhao Yang Dong	Jun Hua Zhao	1
Yasuhiko Morimoto	Shinichi Morishita	1
David A. McAllester	Henry A. Kautz	1
Chuan-Heng Ang	Zheng Xuan Loh	1
Jun Wang	Meng Chen Lee	1
Li Zhang	Yue Pan	2
Yuelong Jiang	Laks V. S. Lakshmanan	1
Marie-Christine Rousset	Hiroshi Motoda	1
Ran Wolff	Assaf Schuster	4
Zhongyuan Zhang	Xiangsun Zhang	1
Dave Sharpe	Mohammad Jalali	1
George Forman	Stephane Chiocchetti	1
Tatsuya Akutsu	Daiji Fukagawa	1
Bernhard Scholkopf	Chris Burges	1
Masahiro Ito	Kotaro Nakayama	1
Atulya Velivelli	ChengXiang Zhai	1
Baile Shi	Xiaochen Wu	1
Nikos Anerousis	Christos Boutsidis	1
Lisa Ballesteros	Mark Sanderson	1
Mete Celik	James A. Shine	1
Yongqiao Xiao	Jenq-Foung Yao	1
Jeffrey Xu Yu	Xuemin Lin	1
Virgilio A. F. Almeida	Antonio Alfredo Ferreira Loureiro	1
Rick Pechter	Robert Grossman	1
Gong Chen	Xingquan Zhu	1
Christian Heinlein	Klaus Kuhn	1
Peer Kroger	Christian Baumgartner	1
Dimitris Sacharidis	Nikos Mamoulis	1
Omar Baqueiro	Frans Coenen	1
Nie Yu	Dong-Hong Ji	1
Douglas Holt	Daniel R. Jeske	1
Yutao Shou	Nikos Mamoulis	1
Byung-Hoon Park	Andrey Gorin	1
Benyu Zhang	Fengshan Bai	2
Osmar R. Zaiane	Yaling Pei	1
Olli Simula	Kimmo Raivio	1
Joseph Terry	Steven Greco	1
David Pennock	Omid Madani	1
Aidong Zhang	Murali Ramanathan	2
Jaideep Srivastava	Valery Guralnik	2
Seung-Taek Park	Nitin Motgi	1
Mingkun Li	Jason Luciow	1
Roman Schmidt	Marcel Karnstedt	1
Markus Bundschus	Mathaus Dejori	1
Xiaofei He	Deng Cai	4
Ruben H. Zamar	Alan Wagner	1
Roberto Trasarti	Francesco Bonchi	1
Ravi Kumar	Gueorgi Kossinets	1
Wagner Meira Jr	Adriano M. Pereira	1
Philip S. Yu	Huan Liu	1
Ruizhang Huang	Wai Lam	1
Maria L. Barja	Tore Bratvold	1
Su-Shing Chen	Richard Hull	1
James P. Rogers	Daniel Barbara	1
Beng Chin Ooi	Kian-Lee Tan	3
Nick Cercone	Aijun An	2
Hui Wang	Dayou Liu	1
Marcel Karnstedt	Brahmananda Sapkota	1
Jon M. Kleinberg	Lars Backstrom	3
Juan D. Velasquez	Terumasa Aoki	2
Xiaoming Fan	Jianyong Wang	1
Fuchun Peng	Ramesh Nallapati	1
Wei Peng	Chris H. Q. Ding	1
John Komoroske	Kelly Palmer	1
William M. Pottenger	Murat Can Ganiz	1
Prem Melville	Conrad Murphy	1
Frank Dellmann	Stefan Schmitz	1
Ozden Gur-Ali	Ira J. Haimowitz	1
Kurt Driessens	Scott Sanner	1
Marco Gori	Milos Kovacevic	1
Morgan C. Wang	David S. Vogel	1
Takashi Tomokiyo	Robert Stockton	1
Wensi Xi	Jun Yan	1
Leonard McMillan	Fernando Pardo-Manuel de Villena	1
Mariko Yohda	Makiko Saito-Arita	1
Qiang Yang	Wei-Ying Ma	4
Charu C. Aggarwal	Mohammed Javeed Zaki	2
Arno J. Knobbe	Eric K. Y. Ho	1
Paul Castro	Jimeng Sun	1
Ming-Syan Chen	Jiun-Long Huang	2
Torben Bach Pedersen	Christian S. Jensen	1
Il-Chul Moon	Frank Lin	1
David C. Brown	Carolina Ruiz	1
Dongqing Yang	Hua Luan	1
Eugene Agichtein	Venkatesh Ganti	1
Benjamin Cichy	Rebecca Castano	1
Frank Dellmann	Holger Wulff	1
Lian Yan	Patrick Baldasare	2
Juting Zhai	Kenneth A. Kinney	1
Carlos Guestrin	Khalid El-Arini	1
Chengnian Sun	Jiawei Han	1
Janez Demsar	Blaz Zupan	1
Pankaj Mehra	Kave Eshghi	1
Takeshi Yamada	Naonori Ueda	1
Michinari Momma	Kristin P. Bennett	1
Ron Dolin	Divyakant Agrawal	1
Abdur Chowdhury	Ophir Frieder	2
Kei Shiu Ho	E. K. F. Dang	1
Robert L. Grossman	Dave Northcutt	1
Riichiro Take	Naoki Akaboshi	1
G. Niklas Noren	Johan Hopstadius	1
Ravi A. Dirckze	Le Gruenwald	1
Xue Li	Xingzhi Sun	1
Haixun Wang	Jianyong Wang	1
Stijn Viaene	Jonas Poelmans	2
Benjamin Cichy	Nghia Tang	1
Jiawei Han	Latifur Khan	1
Gregor Leban	Ivan Bratko	1
Michelangelo Diligenti	Milos Kovacevic	1
John R. Smith	Apostol Natsev	1
Alan Clark	Dimitar Filev	1
Jeffrey Xu Yu	Yiping Ke	1
David A. Padua	Jiawei Han	1
Qi Wang	Souptik Datta	1
J. W. van't Zand	A. J. Feelders	1
Jiawei Han	Wei Zou	1
Martin Ester	Kai Yu	1
Foster J. Provost	Tim Oates	1
Xiaowei Xu	Volker Tresp	1
Pascal Frossard	Aris Anagnostopoulos	1
Edward Omiecinski	Michael H. Bohlen	1
Donna M. Nystrom	Jeffrey P. Lankford	1
Joo-Hwee Lim	Eric Gaussier	1
Justin Zobel	Andrew Turpin	1
Qiaozhu Mei	Dong Xin	2
Xiaozhe Wang	Anthony Wirth	1
Ming Yang	Junsong Yuan	1
Jiawei Han	Xiaoxin Yin	2
Rallis C. Papademetriou	P. M. Papazoglou	1
Bo Long	Tianbing Xu	2
Calton Pu	Steve Webb	1
Justin Zobel	Falk Scholer	1
Paulo J. G. Lisboa	Ming Li	1
Qasim Chaudhry	Daniel Neagu	1
David Marx	Jiazheng Shi	1
Belle L. Tseng	C. K. Wong	1
Matt Coatney	Srinivasan Parthasarathy	1
Ruoming Jin	Muad Abu-Ata	1
Kun-Lung Wu	Ling Liu	2
Wei Chu	Martin Jansche	1
Philippe Pucheral	Saida Medjdoub	1
Filippo Menczer	Thomas Reichherzer	1
Joydeep Ghosh	Krupakar V. Pasupuleti	1
Lixin Shi	Jian-Yun Nie	2
Ying Chen	Zheng Chen	1
Donald G. Baker	Vram Kouramajian	1
Ivy Kwok	Raymond T. Ng	1
Shiva Prasad Kasiviswanathan	Srivatsava Ranjit Ganta	1
Jing Gao	Bhavani M. Thuraisingham	1
Sunil Samtani	Vijay Kumar	1
Nick Craswell	Chris Burges	1
Jing Gao	Hong Cheng	1
Cedric du Mouza	Philippe Rigaux	1
Denis Lalanne	Dalila Mekhaldi	1
Rui Li	Jiawei Han	1
Takashi Washio	Michele Sebag	1
Marcos Andre Goncalves	Davi de Castro Reis	1
James C. French	Fredric C. Gey	1
Joydeep Ghosh	Nena M. Marin	1
Niki Pissinou	Caroline St. Clair	1
Johanna Tikanmaki	Kalle Korpiaho	1
Maarten Marx	Jaap Kamps	1
David P. Naidich	Marcos Salganicoff	1
Franky Lam	Raymond K. Wong	2
Ze Tian	TaeHyun Hwang	1
Corinna Cortes	Lawrence D. Jackel	1
Bikramjit Banerjee	J. Neal Richter	1
Marc Maier	Brian Taylor	1
John Zimmerman	Anthony Tomasic	1
Victor Lavrenko	Dawn Lawrie	1
Joydeep Ghosh	Chase Krumpelman	1
Ratnesh K. Sharma	Naren Ramakrishnan	1
Susan T. Dumais	Doug Downey	1
I. C. Wang	Wei Kuan Shih	1
Francoise Fessant	Frank Meyer	1
Tieyun Qian	Hui Xiong	1
Flavio Chierichetti	Michael Mitzenmacher	1
Andrew Tomkins	David Jensen	1
Jing Gao	Jiawei Han	5
Beng Chin Ooi	Chong Leng Goh	1
Ming-Syan Chen	Hao-Ping Hung	1
Joydeep Ghosh	Arindam Banerjee	3
Raghu Ramakrishnan	Venkatesh Ganti	1
John Clear	Lars Rohrberg	1
Wenjun Zhou	Hui Xiong	3
Ankush Mittal	Loong Fah Cheong	1
Jian Pei	Behzad Mortazavi-Asl	1
Chotirat (Ann) Ratanamahatana	Qiang Wang	1
Bin Gao	Yan-Ping Zhao	1
David Hart	Michael J. Pazzani	1
R. Dean Malmgren	Luis A. N. Amaral	1
Deo N. Bhardwaj	Vishal S. Batra	1
Jun Rao	Debabrata Dash	1
Rahul Ramachandran	Xiang Li	1
Daryl Pregibon	William DuMouchel	2
Dmitri Roussinov	Fernando A. Das Neves	2
Leman Akoglu	Mary McGlohon	2
Sunil Movva	Juan-Carlos Jusem	1
Jiawei Han	Dongqing Yang	1
Ning Liu	Jun Yan	7
Gregory Druck	Xiaojin Zhu	1
Paul E. Stolorz	Richard R. Muntz	1
Susan T. Dumais	David Hecherman	1
Wenyin Liu	Jun Yan	1
Nam-Hee Hong	Chin-Wan Chung	1
Bin Chen	Manoranjan Dash	1
Keke Chen	C. K. Wong	1
Wee Keong Ng	Shuguo Han	1
Dan Yang	Moustafa Ghanem	1
Krzysztof Koperski	Yijun Lu	1
Xiaoyang Sean Wang	Like Gao	2
